,CONTROL,AGE1,METRO3,REGION,LMED,FMR,L30,L50,L80,IPOV,BEDRMS,BUILT,STATUS,TYPE,VALUE,VACANCY,TENURE,NUNITS,ROOMS,WEIGHT,PER,ZINC2,ZADEQ,ZSMHC,STRUCTURETYPE,OWNRENT,UTILITY,OTHERCOST,COST06,COST12,COST08,COSTMED,TOTSAL,ASSISTED,GLMED,GL30,GL50,GL80,APLMED,ABL30,ABL50,ABL80,ABLMED,BURDEN,INCRELAMIPCT,INCRELAMICAT,INCRELPOVPCT,INCRELPOVCAT,INCRELFMRPCT,INCRELFMRCAT,COST06RELAMIPCT,COST06RELAMICAT,COST06RELPOVPCT,COST06RELPOVCAT,COST06RELFMRPCT,COST06RELFMRCAT,COST08RELAMIPCT,COST08RELAMICAT,COST08RELPOVPCT,COST08RELPOVCAT,COST08RELFMRPCT,COST08RELFMRCAT,COST12RELAMIPCT,COST12RELAMICAT,COST12RELPOVPCT,COST12RELPOVCAT,COST12RELFMRPCT,COST12RELFMRCAT,COSTMedRELAMIPCT,COSTMedRELAMICAT,COSTMedRELPOVPCT,COSTMedRELPOVCAT,COSTMedRELFMRPCT,COSTMedRELFMRCAT,FMTZADEQ,FMTMETRO3,FMTBUILT,FMTSTRUCTURETYPE,FMTBEDRMS,FMTOWNRENT,FMTCOST06RELPOVCAT,FMTCOST08RELPOVCAT,FMTCOST12RELPOVCAT,FMTCOSTMEDRELPOVCAT,FMTINCRELPOVCAT,FMTCOST06RELFMRCAT,FMTCOST08RELFMRCAT,FMTCOST12RELFMRCAT,FMTCOSTMEDRELFMRCAT,FMTINCRELFMRCAT,FMTCOST06RELAMICAT,FMTCOST08RELAMICAT,FMTCOST12RELAMICAT,FMTCOSTMEDRELAMICAT,FMTINCRELAMICAT,FMTASSISTED,FMTBURDEN,FMTREGION,FMTSTATUS
773,'100804350142',74,'3','1',93795,1876,25342,42249,59092,18622,3,1985,'1',1,400000,-6,'1',1,7,893.48419554,3,94037,'1',1667,1,'1',358.25,100.0,3116.6318905000003,4661.255348899999,3599.8024659999996,2782.3171153999997,27000,-9,93795,25342,42249,59092,84415.5,29284.088889,48821.066667,68284.08888899999,97546.8,0.21272477850000002,111.39778832,6,504.97798303,4,125.31583156,3,127.80047692,7,669.45159286,4,166.13176389,3,147.61334932,7,773.23648716,4,191.88712505,3,191.13924184,7,1001.2362472000001,4,248.46776913,3,114.09157924,6,597.64087968,4,148.31114687,3,'1 Adequate','-5','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
774,'100805120146',38,'1','4',69100,1198,22650,37700,60350,27654,3,2001,'1',1,220000,-6,'1',1,8,3284.167223,5,345917,'1',1125,1,'1',200.0,53.75,1715.8600397999999,2565.4029419,1981.6038563000002,1531.9869135,345943,-9,69100,22650,37700,60350,74628.0,21811.111111000002,36303.703704,58114.814815,71864.0,0.0390267029,463.52173447,7,1250.8750994000002,4,721.86352254,3,95.50595791,5,248.18977939,4,143.22704840000003,3,110.29744274,6,286.62817043,4,165.40933692,3,142.79210408,7,371.07151832,4,214.14047929,3,85.27145238,5,221.59353634,4,127.87870729999999,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
775,'100805130103',60,'1','4',69100,813,14700,24450,39100,12036,2,2004,'1',1,-6,-6,'2',12,4,1997.6380004999999,1,14000,'1',1083,3,'2',133.0,0.0,1083.0,1083.0,1083.0,1083.0,10000,0,69100,14700,24450,39100,48370.0,18900.0,31435.714286000002,50271.428571,62190.0,0.9282857143000001,28.943560058000003,1,116.31771353,2,43.050430504,1,69.657501206,4,359.92023928,4,133.2103321,3,69.657501206,4,359.92023928,4,133.2103321,3,69.657501206,4,359.92023928,4,133.2103321,3,69.657501206,4,359.92023928,4,133.2103321,3,'1 Adequate','Central City','2000-2009','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 100-150% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','West','-5'
776,'100805330103',56,'1','4',69100,1198,18900,31450,50300,18574,3,2007,'1',1,270000,-6,'1',1,6,2666.9386658000003,3,164987,'1',604,1,'1',220.0,245.0,2259.4077761,3302.0286105,2585.5479145,2033.7453028999998,150000,-9,69100,18900,31450,50300,62190.0,21840.0,36342.222222000004,58124.44444400001,71864.0,0.0439307339,265.29506352,7,888.26854743,4,344.29674457,3,125.76020128,7,486.57430303,4,188.59831186,3,143.91338721,7,556.81014634,4,215.82202959,3,183.79319885,7,711.1077012000001,4,275.6284316,3,113.19967176,6,437.97680691,4,169.76171143,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','West','-5'
777,'100807130103',79,'5','4',59156,1102,14594,24335,38888,13984,3,1990,'1',3,60000,-6,'1',1,6,3646.9533303000003,2,28787,'1',743,6,'1',106.16666667,100.0,604.92395025,836.61746901,677.39953656,554.77673397,0,-9,59156,14594,24335,38888,47324.8,18972.2,31635.5,50554.4,61522.24,0.30972313890000003,60.828571912,3,205.85669336,4,65.306261343,2,39.330424266,2,173.03316655,3,54.893280422,2,44.042579499999995,2,193.7641695,3,61.470012392,2,54.394473868999995,3,239.30705635,4,75.918100636,2,36.069995759,2,158.68899713,3,50.342716331000005,2,'1 Adequate','-5','1990-1999','6 Mobile Home','3 3BR','1 Owner','3 150-200% Poverty','3 150-200% Poverty','4 200%+ Poverty','3 150-200% Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 30 - 50% AMI','2 30 - 50% AMI','3 50 - 60% AMI','2 30 - 50% AMI','3 50 - 60% AMI','.','2 30% to 50%','West','-5'
778,'100807140144',46,'5','3',55846,706,13750,22897,36614,15452,2,1985,'1',1,250000,-6,'1',1,6,2217.3053583,2,54974,'1',822,1,'1',97.0,62.5,1820.9886816,2786.3783430999997,2122.9702912000002,1612.0419470999998,55000,-9,55846,13750,22897,36614,44676.8,15468.75,25759.125,41190.75,50261.4,0.17943027609999998,123.04820399,7,355.77271551,4,194.66713881,3,144.92144521,7,471.39235868,4,257.93040816,3,168.95433006,7,549.56518023,4,300.70400726,3,221.75095346,7,721.29907923,4,394.67115341,3,128.29264184,7,417.30311859,4,228.33455341,3,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
779,'100809190142',47,'1','4',63226,1281,15542,25900,41398,15946,3,1985,'1',1,300000,-6,'1',1,5,2836.7478888,2,200,'1',2219,1,'1',177.66666667,66.666666667,2238.1197512,3396.5873450000004,2600.4976828000003,1987.3836699,0,-9,63226,15542,25900,41398,50580.8,20204.6,33670.0,53817.4,65755.04,133.14,0.3954069528,1,1.2542330365,1,0.3903200625,1,136.14894014,7,561.42474633,4,174.71660822,3,158.19305609,7,652.32602102,4,203.00528359,3,206.62065418,7,852.0224119,4,265.15123693,3,120.89620323,7,498.52845099,4,155.14314363,3,'1 Adequate','Central City','1980-1989','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','1 LTE 30% AMI','.','3 50% or More','West','-5'
780,'100809350142',39,'2','4',69500,975,14850,24740,39151,12019,2,1980,'1',1,80000,-6,'1',6,4,1942.7439997000001,1,49987,'1',1367,3,'1',65.0,385.0,981.67637811,1290.6010698,1078.3104932,914.81342307,50000,-9,69500,14850,24740,39151,48650.0,19092.857143,31808.571429000003,50337.0,62550.0,0.328165323,102.74820144,6,415.89982528,4,128.17179487,3,62.777066546,4,326.70817143,4,100.68475673,3,68.956706199,4,358.86862241,4,110.59594802,3,82.532442512,5,429.52028281,4,132.36934049,3,58.50125807,3,304.45575275,4,93.827017751,2,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','6 100 - 120% AMI','.','2 30% to 50%','West','-5'
781,'100809730146',45,'2','3',77954,1014,16434,27384,40379,12019,2,1985,'1',1,-6,-6,'2',8,5,1524.6960923000001,1,59987,'1',1156,3,'2',131.0,25.0,1156.0,1156.0,1156.0,1156.0,60000,0,77954,16434,27384,40379,54567.8,21129.428571,35208.0,51915.857143,70158.6,0.23125010420000003,109.93113155,6,499.10142275,4,147.8969428,3,65.90781458,4,384.7241867,4,114.00394477,3,65.90781458,4,384.7241867,4,114.00394477,3,65.90781458,4,384.7241867,4,114.00394477,3,65.90781458,4,384.7241867,4,114.00394477,3,'1 Adequate','-5','1980-1989','3 5-19 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','6 100 - 120% AMI','0 Not Assisted','1 Less than 30%','-5','-5'
782,'100813130103',64,'1','4',62900,1113,17000,28350,45300,18595,3,2006,'1',1,180000,-6,'1',1,5,2523.1400897,3,42900,'1',1388,1,'1',246.0,50.0,1492.2718507000002,2187.352407,1709.6986097,1341.8302019,0,-9,62900,17000,28350,45300,56610.0,19644.444444,32760.0,52346.666667000005,65416.0,0.3882517483,75.781664017,4,230.70717935,4,96.361185984,2,91.248125886,5,321.00496924,4,134.07653646,3,104.543146,6,367.77598487,4,153.61173492,3,133.75030005,7,470.52485228,4,196.52761968,3,82.04905233699999,5,288.64322709,4,120.55976657,3,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','4 60 - 80% AMI','.','2 30% to 50%','West','-5'
783,'100813300145',59,'2','2',62258,973,18838,31400,50220,23381,3,1990,'1',1,180000,-6,'1',1,8,4037.1730874,4,35187,'1',1346,1,'1',278.83333333,61.75,1536.8551840999999,2231.9357403999998,1754.281943,1386.4135353,35000,-9,62258,18838,31400,50220,62258.0,19591.52,32656.0,52228.8,64748.32,0.4590331657,56.518037843,3,150.49399085,3,90.408530319,2,94.943324187,5,262.92377299,4,157.95017308,3,108.37544159,6,300.12094316,4,180.29619147,3,137.88377769999997,7,381.83751599,4,229.38702367,3,85.649390455,5,237.18635392,4,142.48854422,3,'1 Adequate','-5','1990-1999','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','5 80 - 100% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','3 50 - 60% AMI','.','2 30% to 50%','-5','-5'
784,'100814130103',44,'4','3',50723,907,14250,23736,37971,18574,3,2008,'1',1,160000,-6,'1',1,5,1608.1424470999998,3,47974,'1',973,1,'1',197.5,66.666666667,1327.5194229,1945.3688061999999,1520.7876531,1193.7935128,48000,-9,50723,14250,23736,37971,45650.7,16466.666666999998,27428.266667,43877.6,52751.92,0.2433818318,105.08929764,6,258.28577582,4,132.23263506,3,100.66131605,6,285.88767587,4,146.3637732,3,115.31619346,6,327.50891635,4,167.6722881,3,147.5107489,7,418.94450441,4,214.48388161,3,90.52133175899999,5,257.08915965,4,131.62001244,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','6 100 - 120% AMI','7 120% AMI +','5 80 - 100% AMI','6 100 - 120% AMI','.','1 Less than 30%','-5','-5'
785,'100814140143',50,'4','3',50723,683,11092,18470,29536,12071,2,1985,'1',1,-6,-6,'2',2,4,2069.7843967,1,-13,'2',822,2,'2',122.08333333,0.0,822.0,822.0,822.0,822.0,0,0,50723,11092,18470,29536,35506.1,14261.142856999999,23747.142857,37974.857143,45650.7,-1.0,-0.036613427000000004,1,-0.107696131,1,-0.047584187,1,72.025182527,4,272.38836882,4,120.35139092,3,72.025182527,4,272.38836882,4,120.35139092,3,72.025182527,4,272.38836882,4,120.35139092,3,72.025182527,4,272.38836882,4,120.35139092,3,'2 Moderately Inadequ','-5','1980-1989','2 2-4 units','2 2BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','1 LTE Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','1 LTE 50% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','1 LTE 30% AMI','0 Not Assisted','4 No Income','-5','-5'
786,'100816360141',69,'3','4',68658,974,14682,24473,38634,11096,2,1985,'1',1,-6,-6,'2',1,5,2963.9674353,1,540,'1',258,1,'2',58.0,0.0,258.0,258.0,258.0,258.0,0,0,68658,14682,24473,38634,48060.6,18876.857143,31465.285713999998,49672.285714,61792.2,5.7333333333,1.1235814784,1,4.8666186013,1,1.3860369609999998,1,16.701137037,1,93.006488825,1,26.488706366,1,16.701137037,1,93.006488825,1,26.488706366,1,16.701137037,1,93.006488825,1,26.488706366,1,16.701137037,1,93.006488825,1,26.488706366,1,'1 Adequate','-5','1980-1989','1 Single Family','2 2BR','2 Renter','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE Poverty','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 50% FMR','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','1 LTE 30% AMI','0 Not Assisted','3 50% or More','West','-5'
787,'100816510141',43,'1','4',63226,1531,22530,37547,60033,30868,4,1990,'1',1,-6,-6,'2',1,8,2759.2867032,6,53400,'1',1426,1,'2',249.66666667,26.583333333000002,1426.0,1426.0,1426.0,1426.0,0,0,63226,22530,37547,60033,73342.16,22530.0,37547.0,60033.0,73342.16,0.3204494382,72.809418212,4,172.99468705,3,87.19790986299999,2,77.772457206,4,184.78683426,3,93.14173742700001,2,77.772457206,4,184.78683426,3,93.14173742700001,2,77.772457206,4,184.78683426,3,93.14173742700001,2,77.772457206,4,184.78683426,3,93.14173742700001,2,'1 Adequate','Central City','1990-1999','1 Single Family','4 4BR+','2 Renter','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','0 Not Assisted','2 30% to 50%','West','-5'
788,'100819130103',41,'3','2',61292,1073,18506,30839,49328,23462,4,2004,'1',1,250000,-6,'1',1,8,2326.5105427,4,91987,'1',2138,1,'1',299.25,107.5,2068.2386816,3033.6283430999997,2370.2202912,1859.2919471,42000,-9,61292,18506,30839,49328,61292.0,21466.96,35773.24,57220.48,71098.72,0.2789089763,150.07994518,7,392.06802489,4,214.32199441,3,116.35870134,6,352.61080583,4,192.75290602,3,133.34812729,7,404.09518221,4,220.89657887,3,170.67133378,7,517.19859229,4,282.72398351,3,104.60339917,6,316.98780106,4,173.27977140000002,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','6 100 - 120% AMI','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
789,'100819230103',43,'3','2',61292,1094,14823,24692,39484,15492,5,2004,'1',1,150000,-6,'1',1,9,1163.2552714,2,65974,'1',1237,1,'1',229.0,100.0,1325.893209,1905.1270057999998,1507.0821747000002,1200.5251683000001,66000,-9,61292,14823,24692,39484,49033.6,23716.8,39507.2,63174.4,78453.76,0.22499772640000001,134.54855446,7,425.85850762,4,150.76325411,3,67.601257554,4,342.34268241,4,121.19681983,3,76.839257914,4,389.12527104,4,137.75888252,3,97.13375144,5,491.89956257,4,174.14323637,3,61.209311995,4,309.97293268,4,109.73721831,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','4 60 - 80% AMI','5 80 - 100% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
790,'100824130103',55,'1','3',56613,1164,17379,28967,46344,23863,3,2005,'1',1,140000,-6,'1',1,7,2051.314432,4,34948,'1',2505,1,'1',232.16666667,35.0,1197.6003284,1738.2185388,1366.7100298,1080.590157,35000,-9,56613,17379,28967,46344,56613.0,18074.16,30125.68,48197.76,58877.52,0.8601350578,61.731404448,4,146.45266731,2,75.060137457,2,81.362144897,4,200.74597969,4,102.88662615,3,92.85105960700001,5,229.09274269999997,4,117.41495101,3,118.09047248,6,291.36630579,4,149.33148959,3,73.41274952100001,4,181.13232319,3,92.834205932,2,'1 Adequate','Central City','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','2 100-150% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','4 60 - 80% AMI','.','3 50% or More','-5','-5'
791,'100824230103',49,'2','3',60060,1282,18575,30963,49543,23828,3,2006,'1',1,310000,-6,'1',1,8,2108.0669655,4,178974,'1',2166,1,'1',495.08333333,102.5,2657.8292985,3854.9124788000004,3032.2864945,2398.7353476999997,93000,-9,60060,18575,30963,49543,60060.0,19318.0,32201.52,51524.72,62462.4,0.1452277985,297.99200799,7,751.10794024,4,349.01326053,3,170.20346951,7,446.16909493,4,207.31897804,3,194.18315623,7,509.02912447,4,236.52780768,3,246.86291137,7,647.12312888,4,300.69520115,3,153.61147492,7,402.67506257,4,187.10884148,3,'1 Adequate','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
792,'100827130103',78,'2','3',77954,1573,18787,31288,46138,14024,4,2004,'1',1,80000,-6,'1',1,9,1326.9380504,2,25980,'1',891,1,'1',248.91666667,20.0,800.59304478,1109.5177365,897.22715986,733.73008974,0,-9,77954,18787,31288,46138,62363.2,27241.15,45367.6,66900.1,90426.64,0.4115473441,41.659183621,2,185.25385054,3,41.290527654,1,35.414034836,2,228.34941380000004,4,50.895934188000005,2,39.688620958,2,255.91191097,4,57.039234575,2,49.079241978,2,316.46256031,4,70.535138999,2,32.456368599,2,209.27840552,4,46.645269532,1,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','1 LTE 50% FMR','1 LTE 50% FMR','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','2 30 - 50% AMI','.','2 30% to 50%','-5','-5'
793,'100828130103',44,'2','2',71022,1232,19334,32207,51076,18574,4,2005,'1',1,330000,-6,'1',1,8,1331.3024522,3,159974,'1',1936,1,'1',258.25,86.25,2537.6650597,3811.9794129,2936.2807844,2261.8553702,160000,-9,71022,19334,32207,51076,63919.8,24919.377778000002,41511.244443999996,65831.288889,82385.52,0.14522359880000002,250.27299835,7,861.27920749,4,324.62256494,3,123.20927560000001,7,546.49834386,4,205.97930679,3,142.56295448,7,632.34215235,4,238.33447926,3,185.08006809,7,820.92805273,4,309.41391338,3,109.81810251,6,487.10140415,4,183.59215667,3,'1 Adequate','-5','2000-2009','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
794,'100828230103',52,'2','2',71022,1091,15041,25071,39722,12005,3,2004,'1',1,310000,-6,'1',1,9,2174.0376016,1,314235,'2',2071,1,'1',185.5,285.83333333,2531.5792985,3728.6624788000004,2906.0364945,2272.4853476999997,0,-9,71022,15041,25071,39722,49715.4,22346.628571,37248.342856999996,59015.54285700001,73862.88,0.0790873073,632.06772952,7,2617.5343606999995,4,720.06186984,3,137.09615972,7,843.50830438,4,232.04209886,3,157.37466475,7,968.27538341,4,266.36448162,3,201.92348193,7,1242.3698388,4,341.76558009,3,123.0650821,7,757.17962441,4,208.29379906,3,'2 Moderately Inadequ','-5','2000-2009','1 Single Family','3 3BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','7 120% AMI +','.','1 Less than 30%','-5','-5'
795,'100828430103',58,'2','2',71022,796,17196,28636,45398,15492,2,2003,'1',1,130000,-6,'1',10,5,2767.4887741000002,2,98187,'1',1507,3,'1',157.0,249.58333333,1270.5574478,1772.5600717,1427.5878848,1161.9051458,95700,-9,71022,17196,28636,45398,56817.6,19345.5,32215.5,51072.75,63919.8,0.18417916829999997,172.81088958,7,633.79163439,4,308.37625628,3,79.509475797,4,328.05511174,4,159.61776982,3,89.336192214,5,368.60002189,4,179.34521165,3,110.92400613,6,457.67107455,4,222.6834261,3,72.710186567,4,300.00132864,4,145.96798314,3,'1 Adequate','-5','2000-2009','3 5-19 units','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','4 60 - 80% AMI','5 80 - 100% AMI','6 100 - 120% AMI','4 60 - 80% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
796,'100828530103',57,'2','2',71022,625,15041,25071,39722,12019,1,2006,'1',1,-6,-6,'2',1,3,3799.7027721,1,21000,'1',970,1,'2',96.75,8.0,970.0,970.0,970.0,970.0,1800,0,71022,15041,25071,39722,49715.4,16115.357143000001,26861.785713999998,42559.285714,53266.5,0.5542857143,42.240432542,2,174.72335469,3,84.0,2,72.841279228,4,322.82219819,4,155.2,3,72.841279228,4,322.82219819,4,155.2,3,72.841279228,4,322.82219819,4,155.2,3,72.841279228,4,322.82219819,4,155.2,3,'1 Adequate','-5','2000-2009','1 Single Family','1 1BR','2 Renter','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 150-200% Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','2 50.1 - 100% FMR','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','4 60 - 80% AMI','2 30 - 50% AMI','0 Not Assisted','3 50% or More','-5','-5'
797,'100828630103',53,'2','2',71022,796,23200,38647,61281,29243,2,2006,'1',1,230000,-6,'1',1,7,3122.8036260000003,5,102387,'1',1741,1,'1',150.0,251.25,1929.8195871,2817.9780755999996,2207.6426679,1737.5885913,73200,-9,71022,23200,38647,61281,76703.76,19333.333333000002,32205.833333,51067.5,63919.8,0.20404934219999998,133.48367798,7,350.1248162,4,321.56721106,3,120.76505790000002,7,263.97012441,4,242.43964662,3,138.15078695,7,301.97211886,4,277.34204371,3,176.34461157,7,385.45676923,4,354.01734619,3,108.73554619,6,237.67583235,4,218.29002404,3,'1 Adequate','-5','2000-2009','1 Single Family','2 2BR','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','3 GT FMR','7 120% AMI +','7 120% AMI +','7 120% AMI +','6 100 - 120% AMI','7 120% AMI +','.','1 Less than 30%','-5','-5'
798,'100828790146',59,'2','2',82300,1529,19800,32950,51550,15470,4,1980,'1',1,150000,-6,'1',1,7,2811.4969893,2,32400,'1',1547,1,'1',268.16666667,70.833333333,1335.893209,1915.1270057999998,1517.0821747000002,1210.5251683000001,0,-9,82300,19800,32950,51550,65840.0,28710.0,47777.5,74747.5,95468.0,0.5729629629999999,49.21020656100001,2,209.4376212,4,52.975801177,2,55.972397408999996,3,345.41518008,4,87.370386459,2,63.564007823999994,4,392.26429857,4,99.220547726,2,80.241630949,5,495.18474618,4,125.2535648,3,50.719619905,3,312.9993971,4,79.17103782,2,'1 Adequate','-5','1980-1989','1 Single Family','4 4BR+','1 Owner','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','4 200%+ Poverty','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 GT FMR','2 50.1 - 100% FMR','2 50.1 - 100% FMR','3 50 - 60% AMI','4 60 - 80% AMI','5 80 - 100% AMI','3 50 - 60% AMI','2 30 - 50% AMI','.','3 50% or More','-5','-5'
